"","x"
"V26020",409.25
"V26021",405.25
"V26022",407.5
"V26023",407.75
"V26024",417.5
"V26025",420
"V26026",420.5
"V26027",416
"V26028",410.5
"V26029",413.75
"V26030",415.5
"V26031",414
"V26032",415.25
"V26033",415.25
"V26034",413.75
"V26035",412
"V26036",411.5
"V26037",418.5
"V26038",419.25
"V26039",433.5
"V26040",435.25
"V26041",418.5
"V26042",418.5
"V26043",424
"V26044",425.75
"V26045",426.25
"V26046",424.5
"V26047",420.5
"V26048",420
"V26049",460
"V26050",388.25
"V26051",418.5
"V26052",394.5
"V26053",404.25
"V26054",388.5
"V26055",395
"V26056",402.75
"V26057",419.25
"V26058",456.75
"V26059",422.5
"V26060",401
"V26061",407.25
"V26062",408
"V26063",384.5
"V26064",379.25
"V26065",420.75
"V26066",432.5
"V26067",431
"V26068",457.5
"V26069",381.25
"V26070",457.25
"V26071",469
"V26072",392
"V26073",439.5
"V26074",442.75
"V26075",443.75
"V26076",440
"V26077",433
"V26078",434.25
"V26079",431.75
"V26080",434.75
"V26081",426.5
"V26082",424.75
"V26083",424.5
"V26084",425.75
"V26085",407.25
"V26086",418.25
"V26087",407.25
"V26088",405.75
"V26089",405.25
"V26090",401.75
"V26091",408.75
"V26092",408
"V26093",410
"V26094",428.5
"V26095",433.75
"V26096",431.75
"V26097",429.5
"V26098",450
"V26099",450
"V26100",451
"V26101",452.75
"V26102",461.25
"V26103",404.5
"V26104",366.5
"V26105",391.75
"V26106",416.5
"V26107",365.75
"V26108",356.25
"V26109",414.5
"V26110",421
"V26111",418.5
"V26112",424
"V26113",425.25
"V26114",421.75
"V26115",425.5
"V26116",426
"V26117",425.75
"V26118",425.5
"V26119",431.25
"V26120",416.75
"V26121",383
"V26122",422.5
"V26123",422.75
"V26124",412.5
"V26125",393.5
"V26126",424
"V26127",437
"V26128",419.75
"V26129",357.75
"V26130",362.25
"V26131",359.75
"V26132",370.75
"V26133",415
"V26134",381.5
"V26135",380
"V26136",407.25
"V26137",403
"V26138",363.5
"V26139",404.75
"V26140",361
"V26141",410.25
"V26142",421.5
"V26143",410
"V26144",409.75
"V26145",410
"V26146",410.5
"V26147",432.5
"V26148",434.75
"V26149",433.25
"V26150",432.5
"V26151",432.25
"V26152",431.75
"V26153",431.25
"V26154",432.5
"V26155",432
"V26156",434.75
"V26157",446.75
"V26158",445.25
"V26159",449.5
"V26160",385.75
"V26161",387.25
"V26162",391
"V26163",389
"V26164",392.25
"V26165",405.5
"V26166",405.5
"V26167",394.75
"V26168",393
"V26169",392.5
"V26170",380.5
"V26171",429
"V26172",398
"V26173",398.5
"V26174",370.25
"V26175",372.25
"V26176",371.75
"V26177",397
"V26178",424.5
"V26179",406.75
"V26180",394.25
"V26181",415.75
"V26182",436.75
"V26183",448.75
"V26184",403
"V26185",411.25
"V26186",357.5
"V26187",432.75
"V26188",366.25
"V26189",366.75
"V26190",353.5
"V26191",430.75
"V26192",435.5
"V26193",418.5
"V26194",399.5
"V26195",412.5
"V26196",416.25
"V26197",416
"V26198",414
"V26199",411.25
"V26200",408.5
"V26201",417
"V26202",431.5
"V26203",437.5
"V26204",442.25
"V26205",438.25
"V26206",433.25
"V26207",414
"V26208",414.5
"V26209",414
"V26210",416.5
"V26211",413.5
"V26212",415
"V26213",414.5
"V26214",415
"V26215",404.5
"V26216",402.5
"V26217",389.75
"V26218",387.75
"V26219",388.5
"V26220",388.25
"V26221",449.5
"V26222",462.5
"V26223",464
"V26224",445.25
"V26225",384.25
"V26226",394
"V26227",394
"V26228",393.5
"V26229",396
"V26230",401.75
"V26231",398.25
"V26232",383.5
"V26233",371.25
"V26234",364.25
"V26235",375.5
"V26236",375
"V26237",374
"V26238",374.25
"V26239",370.75
"V26240",372.5
"V26241",372.75
"V26242",374.5
"V26243",374.75
"V26244",376
"V26245",376
"V26246",372.5
"V26247",372.75
"V26248",368.25
"V26249",370
"V26250",371.5
"V26251",373.25
"V26252",374.75
"V26253",376.25
"V26254",373.25
"V26255",379.5
"V26256",380
"V26257",371
"V26258",372.25
"V26259",372
"V26260",384.5
"V26261",385.5
"V26262",385.5
"V26263",392.5
"V26264",442.25
"V26265",403.75
"V26266",413.75
"V26267",406.5
"V26268",397
"V26269",434
"V26270",393.75
"V26271",416.25
"V26272",419.25
"V26273",391.25
"V26274",439.25
"V26275",409.75
"V26276",432.5
"V26277",431
"V26278",396.5
"V26279",389.75
"V26280",388
"V26281",437.25
"V26282",353.5
"V26283",398
"V26284",398.5
"V26285",391.5
"V26286",440.25
"V26287",405.75
"V26288",403.75
"V26289",418.75
"V26290",408.25
"V26291",410.25
"V26292",409.25
"V26293",432.5
"V26294",432.25
"V26295",446.25
"V26296",445.5
"V26297",393.75
"V26298",429.75
"V26299",410
"V26300",410.25
"V26301",390.5
"V26302",391.5
"V26303",390.5
"V26304",382.75
"V26305",378.5
"V26306",375.5
"V26307",376
"V26308",401
"V26309",401.25
"V26310",398.25
"V26311",399
"V26312",395.75
"V26313",398.25
"V26314",418.5
"V26315",419.5
"V26316",420
"V26317",390.5
"V26318",391.25
"V26319",391.5
"V26320",383.25
"V26321",382.5
"V26322",391.75
"V26323",394
"V26324",448.25
"V26325",403
"V26326",406.5
"V26327",409.5
"V26328",387.5
"V26329",391.25
"V26330",385.25
"V26331",392.5
"V26332",394.75
"V26333",399
"V26334",391
"V26335",391.75
"V26336",393.75
"V26337",390.75
"V26338",392.25
"V26339",383
"V26340",413
"V26341",414.25
"V26342",416.5
"V26343",416.5
"V26344",417.5
"V26345",422.25
"V26346",424
"V26347",426.25
"V26348",429.5
"V26349",429.25
"V26350",405.25
"V26351",406.25
"V26352",423
"V26353",423.25
"V26354",422.75
"V26355",422.5
"V26356",414.25
"V26357",405.75
"V26358",406
"V26359",438
"V26360",434.75
"V26361",390
"V26362",400.5
"V26363",393.5
"V26364",392.5
"V26365",416
"V26366",413.5
"V26367",397
"V26368",394.5
"V26369",396.75
"V26370",375.75
"V26371",389.25
"V26372",406
"V26373",397.25
"V26374",428
"V26375",423.25
"V26376",453
"V26377",393.25
"V26378",454.75
"V26379",436.75
"V26380",430.75
"V26381",409
"V26382",358.25
"V26383",392
"V26384",392
"V26385",429.75
"V26386",398.25
"V26387",387.5
"V26388",385.75
"V26389",390.5
"V26390",383.75
"V26391",398
"V26392",440
"V26393",365.75
"V26394",393.25
"V26395",393.75
"V26396",394.5
"V26397",388
"V26398",387.5
"V26399",411.75
"V26400",379.5
"V26401",403.25
"V26402",404
"V26403",422.25
"V26404",420.25
"V26405",428.25
"V26406",385
"V26407",376.75
"V26408",366.5
"V26409",383
"V26410",381.25
"V26411",379.5
"V26412",384
"V26413",383.5
"V26414",378.25
"V26415",408.25
"V26416",454
"V26417",392.25
"V26418",392.5
"V26419",384.75
"V26420",408.5
"V26421",398.5
"V26422",405.75
"V26423",381
"V26424",346.75
"V26425",347.75
"V26426",376.25
"V26427",375.75
"V26428",378.25
"V26429",362.5
"V26430",367
"V26431",368.75
"V26432",362.75
"V26433",371
"V26434",375.5
"V26435",375.25
"V26436",378.25
"V26437",356.75
"V26438",420.25
"V26439",401.5
"V26440",400.5
"V26441",451
"V26442",402.5
"V26443",448.25
"V26444",419.25
"V26445",378.75
"V26446",399.75
"V26447",387
"V26448",409.5
"V26449",388.75
"V26450",392
"V26451",392.75
"V26452",389.5
"V26453",407.25
"V26454",406
"V26455",374.75
"V26456",377.25
"V26457",375.75
"V26458",430.25
"V26459",431.5
"V26460",450.25
"V26461",397.25
"V26462",394.5
"V26463",355
"V26464",356.5
"V26465",362.75
"V26466",381.5
"V26467",378.75
"V26468",396.25
"V26469",395.25
"V26470",397.75
"V26471",395.75
"V26472",396.5
"V26473",395.75
"V26474",435.75
"V26475",437.5
"V26476",437.75
"V26477",404.5
"V26478",424.75
"V26479",409
"V26480",424
"V26481",447
"V26482",452
"V26483",455.75
"V26484",390.5
"V26485",442.5
"V26486",443.5
"V26487",443.5
"V26488",442.75
"V26489",442.75
"V26490",448.5
"V26491",448.5
"V26492",451.75
"V26493",420.75
"V26494",386.5
"V26495",436.5
"V26496",443.75
"V26497",368.75
"V26498",388
"V26499",402.25
"V26500",390
"V26501",445.25
"V26502",364
"V26503",393.25
"V26504",444
"V26505",376.25
"V26506",367.5
"V26507",382
"V26508",387.5
"V26509",433.75
"V26510",427.25
"V26511",424
"V26512",424.5
"V26513",415.5
"V26514",392
"V26515",352.75
"V26516",348.5
"V26517",343.25
"V26518",357.25
"V26519",356.25
"V26520",366.5
"V26521",371.5
"V26522",382.25
"V26523",378.25
"V26524",381
"V26525",412.25
"V26526",403
"V26527",373
"V26528",385.75
"V26529",385.75
"V26530",410
"V26531",388.25
"V26532",404.5
"V26533",415
"V26534",366.25
"V26535",392.75
"V26536",385.5
"V26537",374
"V26538",373.5
"V26539",370.25
"V26540",427.25
"V26541",411.5
"V26542",411.75
"V26543",405.25
"V26544",375.25
"V26545",374.5
"V26546",361.5
"V26547",431
"V26548",485.25
"V26549",496
"V26550",425.25
"V26551",474.5
"V26552",472.75
"V26553",453.5
"V26554",402.75
"V26555",395.75
"V26556",395.75
"V26557",397.25
"V26558",396.25
"V26559",393.25
"V26560",398.25
"V26561",446
"V26562",426.75
"V26563",427.5
"V26564",424.25
"V26565",410.25
"V26566",408.75
"V26567",408.75
"V26568",408.5
"V26569",407.75
"V26570",409.75
"V26571",409
"V26572",403.5
"V26573",401.75
"V26574",402.25
"V26575",397.75
"V26576",401.75
"V26577",401.75
"V26578",402.25
"V26579",402.5
"V26580",405
"V26581",404.75
"V26582",396.75
"V26583",392.25
"V26584",393.25
"V26585",400
"V26586",397.5
"V26587",394.75
"V26588",392.25
"V26589",371
"V26590",377.5
"V26591",443.5
"V26592",424.5
"V26593",366.25
"V26594",356.75
"V26595",372
"V26596",369.5
"V26597",369.5
"V26598",390.75
"V26599",379.25
"V26600",356.5
"V26601",395.25
"V26602",391
"V26603",389.5
"V26604",391.5
"V26605",370.5
"V26606",369.25
"V26607",393.75
"V26608",394.5
"V26609",404
"V26610",404.5
"V26611",369.75
"V26612",369.25
"V26613",402.75
"V26614",403.25
"V26615",394.5
"V26616",370.5
"V26617",416.5
"V26618",426
"V26619",375.75
"V26620",357.25
"V26621",371
"V26622",370.25
"V26623",368
"V26624",368.5
"V26625",376.75
"V26626",376.75
"V26627",378
"V26628",378.75
"V26629",391
"V26630",399.25
"V26631",410.75
"V26632",414.75
"V26633",413.25
"V26634",414.25
"V26635",413.75
"V26636",411.5
"V26637",410.75
"V26638",414.75
"V26639",416
"V26640",421.75
"V26641",391.5
"V26642",392
"V26643",393.25
"V26644",430.25
"V26645",376.25
"V26646",375
"V26647",406.5
"V26648",426.75
"V26649",376.75
"V26650",380
"V26651",379.5
"V26652",380.25
"V26653",368.25
"V26654",369.75
"V26655",371
"V26656",365.25
"V26657",394
"V26658",393.75
"V26659",396.5
"V26660",418
"V26661",381.5
"V26662",387.5
"V26663",390.5
"V26664",352.75
"V26665",404.75
"V26666",381.75
"V26667",382.75
"V26668",405
"V26669",404
"V26670",407.25
"V26671",406
"V26672",410.75
"V26673",405.25
"V26674",406.25
"V26675",405.25
"V26676",397.5
"V26677",399.25
"V26678",422.25
"V26679",422
"V26680",482.25
"V26681",483.5
"V26682",484
"V26683",485.5
"V26684",491.5
"V26685",488.75
"V26686",487.75
"V26687",486.75
"V26688",482.75
"V26689",483
"V26690",482
"V26691",498.25
"V26692",489.25
"V26693",495
"V26694",491.5
"V26695",506.5
"V26696",507.25
"V26697",508.5
"V26698",514.25
"V26699",509.5
"V26700",496.25
"V26701",509.25
"V26702",517.25
"V26703",502.5
"V26704",512.5
"V26705",512.25
"V26706",509.5
"V26707",500.25
"V26708",501.5
"V26709",488.25
"V26710",489.5
"V26711",479.25
"V26712",475
"V26713",482.75
"V26714",459.5
"V26715",432.75
"V26716",431.5
"V26717",431.5
"V26718",431
"V26719",401
"V26720",390.75
"V26721",415.75
"V26722",370.75
"V26723",415
"V26724",379.5
"V26725",379.25
"V26726",379.25
"V26727",381.75
"V26728",421.25
"V26729",414.75
"V26730",386.25
"V26731",397
"V26732",386
"V26733",407.75
"V26734",399
"V26735",348
"V26736",383
"V26737",381.75
"V26738",394.25
"V26739",391
"V26740",389.5
"V26741",387
"V26742",384.5
"V26743",384
"V26744",385
"V26745",389.75
"V26746",389
"V26747",387.25
"V26748",387.25
"V26749",387.25
"V26750",388.25
"V26751",388.25
"V26752",387.5
"V26753",391
"V26754",391.25
"V26755",391.25
"V26756",391.25
"V26757",390.5
"V26758",426.5
"V26759",424.75
"V26760",423.75
"V26761",422.5
"V26762",421.5
"V26763",423
"V26764",416.25
"V26765",418
"V26766",420
"V26767",420.25
"V26768",420.75
"V26769",403
"V26770",388.25
"V26771",382.25
"V26772",381.5
"V26773",382
"V26774",355.25
"V26775",395.5
"V26776",408.5
"V26777",364.5
"V26778",377.5
"V26779",354
"V26780",355.5
"V26781",357.25
"V26782",422.25
"V26783",420.25
"V26784",420.25
"V26785",413
"V26786",391
"V26787",390.75
"V26788",378.25
"V26789",381
"V26790",382
"V26791",381.25
"V26792",410.75
"V26793",414.25
"V26794",457.25
"V26795",448.5
"V26796",433.75
"V26797",425
"V26798",422
"V26799",425
"V26800",408.75
"V26801",407.75
"V26802",353
"V26803",345
"V26804",348
"V26805",347
"V26806",349
"V26807",354.5
"V26808",398
"V26809",396
"V26810",393.25
"V26811",388.5
"V26812",389
"V26813",388.75
"V26814",389
"V26815",389.75
"V26816",386.25
"V26817",383.5
"V26818",408.25
"V26819",409
"V26820",414.75
"V26821",381
"V26822",448.75
"V26823",448.75
"V26824",418.5
"V26825",419.25
"V26826",411.75
"V26827",427.75
"V26828",430
"V26829",399
"V26830",399.75
"V26831",399
"V26832",404.75
"V26833",402.75
"V26834",363.25
"V26835",381
"V26836",374.75
"V26837",387.5
"V26838",409
"V26839",448.5
"V26840",391
"V26841",391
"V26842",395
"V26843",414.25
"V26844",418
"V26845",419
"V26846",413.75
"V26847",360.75
"V26848",385.75
"V26849",382.25
"V26850",388
"V26851",386.25
"V26852",400.5
"V26853",382.75
"V26854",398.75
"V26855",406.5
"V26856",405.5
"V26857",412.25
"V26858",402.75
"V26859",401
"V26860",400.5
"V26861",401.5
"V26862",401
"V26863",403
"V26864",397
"V26865",394.25
"V26866",395.75
"V26867",391.5
"V26868",426.75
"V26869",390
"V26870",445
"V26871",452.75
"V26872",464.25
"V26873",465
"V26874",466.75
"V26875",431.25
"V26876",453.5
"V26877",426.75
"V26878",414.75
"V26879",415.25
"V26880",418.75
"V26881",413.25
"V26882",417
"V26883",423.25
"V26884",417.25
"V26885",405.75
"V26886",409
"V26887",413
"V26888",406
"V26889",406
"V26890",452
"V26891",453.25
"V26892",444
"V26893",423.25
"V26894",435.5
"V26895",437.25
"V26896",399
"V26897",396.25
"V26898",395.5
"V26899",392.5
"V26900",422.75
"V26901",427.25
"V26902",433
"V26903",434.75
"V26904",436.75
"V26905",435.75
"V26906",415.75
"V26907",401
"V26908",398
"V26909",410.25
"V26910",410.25
"V26911",412.5
"V26912",411
"V26913",408.25
"V26914",406.5
"V26915",409
"V26916",410.75
"V26917",411.25
"V26918",412.25
"V26919",388.25
"V26920",382.75
"V26921",383.75
"V26922",389
"V26923",416.75
"V26924",425.5
"V26925",420
"V26926",370
"V26927",378.75
"V26928",381.25
"V26929",379
"V26930",378
"V26931",369.75
"V26932",366.25
"V26933",365.5
"V26934",402
"V26935",393.25
"V26936",415.25
"V26937",383
"V26938",377.25
"V26939",378.25
"V26940",381.75
"V26941",384
"V26942",382.5
"V26943",384.5
"V26944",383.5
"V26945",384.5
"V26946",383.5
"V26947",395
"V26948",396.25
"V26949",392.75
"V26950",393
"V26951",396.25
"V26952",401.75
"V26953",401.25
"V26954",397.5
"V26955",399.75
"V26956",390.25
"V26957",393.25
"V26958",395
"V26959",383.75
"V26960",376.75
"V26961",388.5
"V26962",391.5
"V26963",415
"V26964",414.5
"V26965",418
"V26966",421.25
"V26967",411.75
"V26968",396
"V26969",383.75
"V26970",387.25
"V26971",402
"V26972",400.75
"V26973",406
"V26974",408
"V26975",409.25
"V26976",404
"V26977",409
"V26978",410.5
"V26979",373
"V26980",426
"V26981",413.75
"V26982",429
"V26983",397
"V26984",427.75
"V26985",408.75
"V26986",413.75
"V26987",454.5
"V26988",451.5
"V26989",443
"V26990",420.25
"V26991",397
"V26992",391.75
"V26993",389.5
"V26994",382
"V26995",386.25
"V26996",422.25
"V26997",399.25
"V26998",404.5
"V26999",441
"V27000",368.75
"V27001",466
"V27002",386.5
"V27003",414
"V27004",396.5
"V27005",378.25
"V27006",385
"V27007",385.5
"V27008",380
"V27009",380.5
"V27010",381.75
"V27011",379.5
"V27012",384.25
"V27013",380.25
"V27014",378.5
"V27015",389.5
"V27016",390.75
"V27017",387.75
"V27018",387
"V27019",382.25
"V27020",381.25
"V27021",381.5
"V27022",386.25
"V27023",385.5
"V27024",380.25
"V27025",367
"V27026",368.25
"V27027",367.25
"V27028",366.5
"V27029",366.25
"V27030",366.25
"V27031",366.5
"V27032",366.5
"V27033",365.5
"V27034",365.25
"V27035",366.25
"V27036",366.75
"V27037",381.25
"V27038",396.75
"V27039",400.25
"V27040",398.5
"V27041",411.5
"V27042",411.5
"V27043",414.5
"V27044",423.5
"V27045",439.5
"V27046",440.25
"V27047",441.5
"V27048",433.75
"V27049",425.5
"V27050",424.75
"V27051",420.25
"V27052",423.75
"V27053",424.5
"V27054",422.5
"V27055",421.75
"V27056",445.75
"V27057",389.75
"V27058",431.5
"V27059",394
"V27060",415.75
"V27061",409
"V27062",408
"V27063",406.5
"V27064",405.75
"V27065",402.75
"V27066",407
"V27067",447.75
"V27068",447.25
"V27069",449
"V27070",450
"V27071",421
"V27072",420.75
"V27073",422
"V27074",418
"V27075",417.75
"V27076",417.75
"V27077",418
"V27078",418.5
"V27079",417
"V27080",413.25
"V27081",433.75
"V27082",433.75
"V27083",433
"V27084",430.75
"V27085",431.25
"V27086",433.5
"V27087",432.5
"V27088",427.5
"V27089",428.25
"V27090",426.25
"V27091",394.75
"V27092",397.75
"V27093",394.25
"V27094",391.5
"V27095",389.75
"V27096",390
"V27097",393.5
"V27098",391.25
"V27099",397.5
"V27100",402.75
"V27101",406.25
"V27102",420.25
"V27103",416.5
"V27104",410.5
"V27105",409.75
"V27106",406
"V27107",407.25
"V27108",409.75
"V27109",410.5
"V27110",413.5
"V27111",413.75
"V27112",413.5
"V27113",414.25
"V27114",416.75
"V27115",418.25
"V27116",418
"V27117",418.75
"V27118",418.5
"V27119",419.75
"V27120",419
"V27121",421.25
"V27122",420.25
"V27123",414.5
"V27124",391.25
"V27125",389.5
"V27126",390
"V27127",388.75
"V27128",390.25
"V27129",390.75
"V27130",391
"V27131",391
"V27132",391.75
"V27133",391.5
"V27134",390
"V27135",390
"V27136",388.75
"V27137",388
"V27138",388.25
"V27139",388
"V27140",388.5
"V27141",389
"V27142",395.5
"V27143",396.25
"V27144",388
"V27145",389.75
"V27146",390.25
"V27147",411.5
"V27148",410.25
"V27149",410.5
"V27150",384.75
"V27151",371.75
"V27152",408
"V27153",377.5
"V27154",379.75
"V27155",408.75
"V27156",369.75
"V27157",406.75
"V27158",432.5
"V27159",381.25
"V27160",379
"V27161",382
"V27162",385
"V27163",385
"V27164",384.25
"V27165",386
"V27166",375.25
"V27167",409.5
"V27168",414
"V27169",416
"V27170",418
"V27171",461.25
"V27172",401
"V27173",391.75
"V27174",390
"V27175",366.75
"V27176",366.75
"V27177",376.25
"V27178",377
"V27179",387.25
"V27180",385
"V27181",385.5
"V27182",384.75
"V27183",390.25
"V27184",388.75
"V27185",391.25
"V27186",398.75
"V27187",405.25
"V27188",401.75
"V27189",403.75
"V27190",387.5
"V27191",383.5
"V27192",399.5
"V27193",407
"V27194",417.25
"V27195",417
"V27196",407.75
"V27197",388.25
"V27198",391
"V27199",387.5
"V27200",387.25
"V27201",420.75
"V27202",417.5
"V27203",424.25
"V27204",392
"V27205",414.75
"V27206",421.5
"V27207",415
"V27208",370.5
"V27209",368.75
"V27210",387.25
"V27211",411.75
"V27212",407.5
"V27213",406.25
"V27214",381
"V27215",425
"V27216",404
"V27217",400
"V27218",404.5
"V27219",486.25
"V27220",381.5
"V27221",446
"V27222",428.75
"V27223",406.5
"V27224",395.25
"V27225",410.25
"V27226",408.75
"V27227",437.5
"V27228",442.75
"V27229",443.75
"V27230",432
"V27231",430
"V27232",442.75
"V27233",424.75
"V27234",425.5
"V27235",445
"V27236",428.25
"V27237",426
"V27238",425.25
"V27239",424.5
"V27240",417.75
"V27241",418
"V27242",417.75
"V27243",379.75
"V27244",379
"V27245",379
"V27246",377.75
"V27247",378
"V27248",376.25
"V27249",377.75
"V27250",378
"V27251",380
"V27252",378.75
"V27253",419.25
"V27254",422.75
"V27255",424.25
"V27256",397
"V27257",397
"V27258",402.75
"V27259",402.75
"V27260",400.75
"V27261",427.75
"V27262",420.5
"V27263",474.75
"V27264",405.5
"V27265",432
"V27266",427.75
"V27267",523.5
"V27268",530
"V27269",430.5
"V27270",391.25
"V27271",391
"V27272",368.25
"V27273",368
"V27274",372.25
"V27275",371.75
"V27276",372.75
"V27277",373
"V27278",397.75
"V27279",397.25
"V27280",397.25
"V27281",398
"V27282",386.5
"V27283",389.25
"V27284",388.75
"V27285",390.25
"V27286",388.75
"V27287",388.75
"V27288",381.25
"V27289",383
"V27290",386.75
"V27291",377.5
"V27292",368.75
"V27293",368.5
"V27294",394
"V27295",378
"V27296",379.75
"V27297",396.25
"V27298",398.5
"V27299",418.25
"V27300",416.5
"V27301",421.5
"V27302",424
"V27303",424.25
"V27304",429
"V27305",429
"V27306",384.5
"V27307",395.5
"V27308",395
"V27309",386
"V27310",393
"V27311",398.75
"V27312",398.5
"V27313",387
"V27314",390
"V27315",391.5
"V27316",394
"V27317",398
"V27318",396.25
"V27319",393.25
"V27320",393.75
"V27321",393.5
"V27322",391.5
"V27323",389.5
"V27324",390.75
"V27325",391.25
"V27326",418.5
"V27327",414.5
"V27328",414.25
"V27329",419.25
"V27330",414.75
"V27331",415.25
"V27332",390.25
"V27333",390
"V27334",389.5
"V27335",388.75
"V27336",388.25
"V27337",383.25
"V27338",383.25
"V27339",381
"V27340",381.75
"V27341",380.25
"V27342",379.75
"V27343",377.75
"V27344",418.75
"V27345",419.25
"V27346",365.25
"V27347",356.75
"V27348",352.25
"V27349",358
"V27350",383.75
"V27351",390.75
"V27352",389
"V27353",382.25
"V27354",392.75
"V27355",389.75
"V27356",375.25
"V27357",375.5
"V27358",398.5
"V27359",390.75
"V27360",397
"V27361",411.75
"V27362",405.25
"V27363",405
"V27364",403.5
"V27365",403.25
"V27366",408.25
"V27367",383.75
"V27368",384.25
"V27369",390.25
"V27370",420.75
"V27371",398.25
"V27372",420.5
"V27373",422.25
"V27374",411.25
"V27375",413.25
"V27376",385.25
"V27377",385.25
"V27378",395.75
"V27379",389.75
"V27380",431.75
"V27381",424.75
"V27382",412.25
"V27383",415
"V27384",388
"V27385",372.75
"V27386",379.5
"V27387",376.25
"V27388",377.75
"V27389",415.75
"V27390",414
"V27391",388
"V27392",411.5
"V27393",356.75
"V27394",352.25
"V27395",384.25
"V27396",383.75
"V27397",415.75
"V27398",418.25
"V27399",375.25
"V27400",376
"V27401",382.25
"V27402",381.75
"V27403",382.75
"V27404",417
"V27405",417.25
"V27406",401
"V27407",398.75
"V27408",405.5
"V27409",395.75
"V27410",393.5
"V27411",394.25
"V27412",394.25
"V27413",409.5
"V27414",408.75
"V27415",408.25
"V27416",411.25
"V27417",411.5
"V27418",403
"V27419",403
"V27420",359.75
"V27421",390.75
"V27422",391.25
"V27423",395
"V27424",395.25
"V27425",388
"V27426",360.5
"V27427",386
"V27428",385.25
"V27429",390.75
"V27430",384.5
"V27431",402
"V27432",401.25
"V27433",390
"V27434",425
"V27435",447.5
"V27436",418.25
"V27437",387.5
"V27438",388.25
"V27439",415.5
"V27440",409.5
"V27441",434.75
"V27442",434.75
"V27443",477.75
"V27444",414.25
"V27445",402.75
"V27446",417.75
"V27447",380
"V27448",386.75
"V27449",489
"V27450",487.75
"V27451",483.75
"V27452",400.75
"V27453",429
"V27454",429.25
"V27455",428.5
"V27456",428.5
"V27457",425.75
"V27458",427
"V27459",427
"V27460",428
"V27461",426.75
"V27462",427.25
"V27463",427.5
"V27464",429.25
"V27465",429
"V27466",428.5
"V27467",434
"V27468",434.5
"V27469",425.75
"V27470",427.25
"V27471",427.25
"V27472",425.75
"V27473",425.75
"V27474",426.5
"V27475",427
"V27476",426
"V27477",425
"V27478",423.75
"V27479",420.5
"V27480",399.75
"V27481",397.75
"V27482",399.5
"V27483",400.5
"V27484",400.25
"V27485",399.75
"V27486",400.5
"V27487",402.75
"V27488",400.75
"V27489",400.25
"V27490",400.75
"V27491",399.25
"V27492",401
"V27493",405.25
"V27494",404.25
"V27495",404
"V27496",403.75
"V27497",402.5
"V27498",402.5
"V27499",400.5
"V27500",400.75
"V27501",403
"V27502",420.25
"V27503",420
"V27504",418.75
"V27505",419.5
"V27506",420.5
"V27507",420.25
"V27508",421.5
"V27509",423
"V27510",423
"V27511",425.5
"V27512",425.5
"V27513",424.25
"V27514",425.5
"V27515",421
"V27516",419.75
"V27517",419.5
"V27518",429
"V27519",428.25
"V27520",435.25
"V27521",438
"V27522",441.5
"V27523",441.75
"V27524",442.5
"V27525",441.25
"V27526",431
"V27527",430.25
"V27528",429.5
"V27529",431.25
"V27530",425.25
"V27531",425.5
"V27532",425.25
"V27533",425.75
"V27534",426
"V27535",428.5
"V27536",429.5
"V27537",401
"V27538",403.5
"V27539",399.75
"V27540",399.25
"V27541",400
"V27542",399.5
"V27543",400.75
"V27544",401
"V27545",402
"V27546",402.75
"V27547",402.5
"V27548",402
"V27549",401.5
"V27550",401.75
"V27551",403.25
"V27552",402
"V27553",404
"V27554",402.75
"V27555",402.5
"V27556",400.5
"V27557",408.75
"V27558",410.5
"V27559",410.25
"V27560",410.5
"V27561",410.5
"V27562",410
"V27563",410.25
"V27564",410
"V27565",407.75
"V27566",408.25
"V27567",408.5
"V27568",407.25
"V27569",408
"V27570",408
"V27571",408.25
"V27572",407.5
"V27573",408
"V27574",408.75
"V27575",407.75
"V27576",406.25
"V27577",408.5
"V27578",410
"V27579",409
"V27580",410.75
"V27581",409.25
"V27582",428.5
"V27583",429
"V27584",428.75
"V27585",429.75
"V27586",429.75
"V27587",430.25
"V27588",432.75
"V27589",432.5
"V27590",433
"V27591",433.25
"V27592",432.25
"V27593",433
"V27594",433.25
"V27595",431.5
"V27596",444.5
"V27597",446.5
"V27598",446.5
"V27599",445.5
"V27600",445.5
"V27601",447.75
"V27602",449.75
"V27603",436.5
"V27604",435.75
"V27605",439
"V27606",438.5
"V27607",439.5
"V27608",441
"V27609",442.5
"V27610",443.75
"V27611",443.75
"V27612",446.5
"V27613",446.75
"V27614",446.25
"V27615",446.75
"V27616",447
"V27617",451.25
"V27618",455.5
"V27619",454.5
"V27620",454.5
"V27621",454
"V27622",453.5
"V27623",453.75
"V27624",456.25
"V27625",455.5
"V27626",455.25
"V27627",455.75
"V27628",457.5
"V27629",454.25
"V27630",456.5
"V27631",456.25
"V27632",456.25
"V27633",495.75
"V27634",495.5
"V27635",495.75
"V27636",495.25
"V27637",496.25
"V27638",496
"V27639",495.75
"V27640",493.75
"V27641",473
"V27642",453.5
"V27643",436
"V27644",431
"V27645",427
"V27646",442.75
"V27647",436.75
"V27648",440.5
"V27649",442
"V27650",439.25
"V27651",437.75
"V27652",440.5
"V27653",439.75
"V27654",439.5
"V27655",440.5
"V27656",404.25
"V27657",405.5
"V27658",406
"V27659",406.25
"V27660",406.25
"V27661",405.5
"V27662",404.75
"V27663",408
"V27664",408.75
